190 8978
50 70 5587
50 71 3364
50 73 4769
50 74 8402
50 75 2846
50 78 1466
50 81 3514
50 83 6436
50 84 8398
50 85 966
50 86 1728
50 87 192
50 89 1451
50 90 7630
50 92 4176
50 93 5441
50 94 5567
50 95 7365
50 97 2909
50 99 9609
50 100 1406
50 101 6864
50 102 4021
50 103 3087
50 104 2937
50 108 5427
50 110 3119
50 111 3529
50 113 6344
50 114 4484
50 115 5289
50 116 6893
50 117 4149
50 120 1259
50 124 6037
50 128 2916
50 130 8728
50 131 2008
50 132 6785
50 133 9251
50 134 9794
50 137 9702
50 138 8394
50 139 9754
50 140 2997
50 141 4500
50 144 4122
50 145 3835
50 147 1262
50 149 3325
50 151 8627
50 152 4059
50 155 1622
50 156 3078
50 157 4204
50 161 9614
50 162 1207
50 165 8712
50 166 5446
50 168 3963
50 169 1659
50 170 8757
50 172 5059
50 174 2098
50 175 6529
50 177 142
50 180 6591
50 183 3158
50 185 6837
50 186 2966
50 188 5116
51 52 6704
51 57 172
51 59 9219
51 62 3939
51 63 2943
51 65 2920
51 70 3009
51 71 1701
51 72 6263
51 74 8019
51 77 2760
51 78 8869
51 81 6394
51 89 3283
51 90 1519
51 94 5812
51 98 1277
51 99 9483
51 100 4737
51 107 3202
51 108 6151
51 114 3088
51 121 8502
51 122 7448
51 123 641
51 124 5444
51 126 8075
51 127 1812
51 129 742
51 130 4051
51 131 5184
51 132 7532
51 133 3737
51 134 2953
51 137 5024
51 138 3224
51 139 3526
51 140 5369
51 141 3822
51 144 9967
51 145 905
51 146 9640
51 149 1748
51 150 1349
51 152 8061
51 153 2678
51 154 702
51 156 6965
51 157 7303
51 158 6782
51 159 830
51 162 8141
51 163 6840
51 165 2758
51 167 6281
51 168 6775
51 172 6610
51 173 9722
51 174 2029
51 179 9660
51 182 5941
51 184 3452
51 186 1241
51 187 8009
51 188 8263
51 189 3136
52 53 9172
52 54 9957
52 55 4672
52 56 6534
52 57 8186
52 62 4657
52 64 8227
52 65 1652
52 66 1481
52 67 3375
52 68 4284
52 69 2021
52 70 1136
52 71 5745
52 72 9957
52 74 4981
52 75 6023
52 76 3019
52 80 2436
52 82 6372
52 86 6105
52 87 4945
52 89 2651
52 91 9411
52 92 573
52 95 3484
52 98 6290
52 101 4898
52 103 9102
52 104 7078
52 105 1511
52 107 1114
52 108 8432
52 109 7345
52 111 7261
52 112 8975
52 114 9472
52 115 4332
52 116 9362
52 118 5977
52 119 3106
52 120 1441
52 121 7793
52 122 4264
52 123 2336
52 126 9990
52 128 5619
52 131 8534
52 132 2931
52 133 5392
52 137 9448
52 139 4091
52 141 1446
52 142 9490
52 145 1752
52 146 1151
52 147 9752
52 148 254
52 149 2180
52 150 3276
52 153 1935
52 155 6176
52 156 9916
52 157 1499
52 161 4649
52 162 5620
52 163 9367
52 164 4832
52 165 2737
52 166 4246
52 168 5128
52 170 3749
52 172 7382
52 176 3535
52 178 7781
52 180 6759
52 181 4884
52 183 2982
52 187 4313
52 189 9533
53 54 7231
53 55 5271
53 56 3579
53 57 8256
53 60 930
53 62 5052
53 63 1955
53 64 4987
53 66 8912
53 71 6391
53 72 9660
53 73 255
53 75 8552
53 83 2064
53 84 1174
53 85 4343
53 87 8960
53 89 8442
53 90 2013
53 93 3220
53 95 7079
53 96 8969
53 99 6073
53 101 6676
53 103 1427
53 106 3492
53 107 6145
53 109 3380
53 110 7769
53 111 8633
53 112 8076
53 113 6130
53 114 5855
53 116 4718
53 117 1241
53 119 1455
53 120 7041
53 122 675
53 123 4741
53 128 2354
53 130 9610
53 132 3162
53 133 8027
53 136 6239
53 138 7683
53 142 6117
53 143 9877
53 147 3998
53 148 5390
53 150 287
53 151 1229
53 152 7943
53 153 5534
53 154 6825
53 158 3555
53 161 1183
53 162 4584
53 163 7278
53 165 2948
53 166 8662
53 169 8443
53 170 4162
53 171 7447
53 172 1833
53 173 8536
53 177 3997
53 178 3136
53 179 3826
53 180 1358
53 181 7795
53 183 3775
54 56 7745
54 58 3460
54 60 4057
54 61 6629
54 62 7475
54 63 2426
54 64 3560
54 68 1959
54 69 8974
54 70 3077
54 72 5286
54 73 3662
54 77 4717
54 80 7913
54 81 9234
54 85 2571
54 86 8825
54 87 218
54 88 2577
54 93 1715
54 94 6623
54 95 8956
54 98 6055
54 100 6464
54 103 9202
54 105 3853
54 108 2617
54 109 5618
54 110 3520
54 112 7953
54 115 8846
54 117 2804
54 118 7095
54 120 2712
54 122 123
54 123 2227
54 124 2939
54 125 5677
54 130 3788
54 131 6024
54 132 9149
54 133 3159
54 134 6135
54 139 3250
54 141 8106
54 143 9042
54 147 2490
54 148 1893
54 149 2063
54 151 3684
54 154 7995
54 158 7325
54 159 1044
54 162 1937
54 163 5715
54 165 6379
54 167 9131
54 171 8746
54 172 5481
54 173 7816
54 177 2411
54 178 5777
54 179 5910
54 180 6816
54 183 5105
54 186 9762
54 187 7819
54 188 9228
54 189 6340
55 57 5822
55 58 5650
55 61 8187
55 64 796
55 65 9534
55 68 9187
55 69 8144
55 70 1696
55 71 7792
55 73 6579
55 74 7963
55 77 5964
55 80 5641
55 83 9500
55 87 8433
55 89 9563
55 90 6977
55 91 6217
55 92 3361
55 94 120
55 95 5964
55 96 3586
55 97 1217
55 98 8040
55 99 9008
55 100 5146
55 103 2756
55 104 2490
55 105 1942
55 113 5179
55 116 7391
55 118 9507
55 119 1236
55 121 1290
55 122 2392
55 123 5559
55 124 3939
55 127 1601
55 128 332
55 129 2398
55 130 7286
55 132 640
55 133 11
55 134 2530
55 135 3114
55 138 9581
55 140 7419
55 141 4514
55 143 1408
55 144 1247
55 145 2640
55 147 1087
55 148 3852
55 152 6555
55 162 133
55 163 359
55 168 5151
55 169 4540
55 170 4158
55 171 5585
55 172 2932
55 173 1603
55 174 1228
55 176 4543
55 177 1352
55 179 9069
55 182 6566
55 184 1957
55 186 1730
55 189 9653
56 57 3670
56 58 4235
56 59 7724
56 62 7944
56 64 3736
56 65 4991
56 66 8612
56 68 5141
56 70 1907
56 71 3096
56 72 5236
56 76 5420
56 77 8158
56 78 2508
56 79 3209
56 81 6018
56 83 1550
56 84 7553
56 90 9234
56 91 3087
56 93 6269
56 96 9408
56 98 138
56 99 8261
56 100 9879
56 101 7083
56 102 4583
56 103 1900
56 104 4685
56 108 4894
56 109 7213
56 112 4247
56 113 7190
56 114 8235
56 116 9874
56 119 1464
56 120 6632
56 122 6604
56 127 3994
56 128 4712
56 130 2544
56 131 6401
56 137 5561
56 138 7093
56 139 4767
56 142 2386
56 144 2150
56 150 3595
56 153 1904
56 154 2899
56 156 7236
56 157 7521
56 158 5482
56 159 6295
56 160 207
56 162 5522
56 163 5043
56 165 6825
56 166 6041
56 167 6148
56 168 8041
56 170 4009
56 175 9499
56 176 8516
56 178 6938
56 182 4597
56 185 2848
56 189 5622
57 60 6281
57 62 6744
57 64 7298
57 66 4348
57 71 2714
57 73 5982
57 75 1469
57 77 1451
57 79 505
57 80 4019
57 81 2421
57 82 8340
57 84 6176
57 86 5371
57 87 4414
57 89 5660
57 93 1025
57 94 2307
57 95 4686
57 96 4682
57 97 9710
57 99 7418
57 102 4592
57 105 2800
57 107 3270
57 110 5885
57 114 4462
57 115 2627
57 120 5529
57 122 9179
57 123 192
57 125 7327
57 127 6680
57 128 1353
57 131 1280
57 133 8203
57 135 1155
57 137 6561
57 141 3969
57 142 5817
57 143 9492
57 144 8775
57 145 3128
57 147 2013
57 148 2978
57 149 1792
57 150 1010
57 151 8073
57 152 3217
57 154 2755
57 155 4975
57 157 9834
57 158 1187
57 162 1146
57 163 3330
57 164 9477
57 170 1321
57 171 9641
57 172 9208
57 175 1719
57 176 4697
57 177 2710
57 179 6013
57 180 9017
57 182 5426
57 185 6016
58 59 5912
58 60 9834
58 65 8102
58 66 9131
58 68 2317
58 70 655
58 71 3811
58 73 7251
58 74 7390
58 75 2820
58 76 8729
58 77 311
58 78 5666
58 80 5749
58 81 7766
58 82 9703
58 85 8340
58 86 3703
58 88 194
58 91 5384
58 93 2919
58 98 8939
58 100 1690
58 105 1214
58 106 1789
58 108 8589
58 109 2591
58 110 9285
58 112 8723
58 116 3616
58 117 537
58 118 8284
58 120 8731
58 123 3568
58 124 9855
58 126 8903
58 127 3489
58 132 401
58 133 369
58 135 4265
58 138 9177
58 139 7763
58 140 9746
58 143 8630
58 144 8876
58 145 4388
58 146 8076
58 150 2713
58 152 8695
58 153 6022
58 154 9917
58 155 4574
58 156 2058
58 157 8268
58 158 7463
58 160 9541
58 163 1156
58 165 9861
58 166 943
58 168 7545
58 169 1787
58 171 7474
58 172 5571
58 173 9012
58 176 2379
58 177 9130
58 178 1665
58 183 4070
58 184 308
58 185 1942
58 186 5316
58 187 5994
58 188 2537
59 62 5676
59 65 4052
59 66 1774
59 68 9744
59 69 5742
59 70 2890
59 72 6665
59 73 3603
59 75 4697
59 79 6575
59 80 7499
59 82 3239
59 83 1216
59 84 6257
59 86 7499
59 88 1994
59 89 7361
59 94 2163
59 95 9918
59 96 6953
59 97 367
59 98 6095
59 99 3235
59 100 2092
59 101 7002
59 102 1506
59 103 5792
59 104 2005
59 105 677
59 107 9801
59 109 2166
59 110 1620
59 115 6929
59 117 1849
59 119 6077
59 122 2872
59 125 6051
59 126 6221
59 127 6904
59 128 5657
59 129 9158
59 131 7949
59 132 1890
59 133 3147
59 134 1822
59 136 2365
59 138 718
59 141 325
59 144 9263
59 154 5915
59 156 3297
59 160 5482
59 161 1601
59 163 8850
59 165 9956
59 167 8767
59 174 3324
59 175 321
59 177 7533
59 178 8218
59 179 1241
59 181 4379
59 185 4964
59 186 8736
59 188 6318
59 189 61
60 61 2831
60 63 5488
60 64 6317
60 67 9075
60 68 6342
60 70 7399
60 75 6049
60 80 1480
60 83 3488
60 85 6024
60 88 6839
60 91 7537
60 93 4189
60 94 4017
60 97 8591
60 98 7448
60 99 2294
60 102 6749
60 105 4254
60 107 4691
60 108 5048
60 110 6579
60 111 4404
60 113 4166
60 114 9257
60 115 3698
60 119 4876
60 121 6679
60 124 595
60 125 9783
60 127 2868
60 128 762
60 132 490
60 133 9251
60 134 594
60 135 3727
60 137 8804
60 138 1088
60 142 6257
60 145 6965
60 146 8959
60 149 2321
60 152 8489
60 153 5602
60 156 4718
60 157 6098
60 159 9916
60 165 5448
60 166 4128
60 169 2749
60 170 1730
60 172 8923
60 174 6657
60 175 8767
60 177 922
60 178 5759
60 180 2314
60 182 7986
60 183 9038
60 185 4922
60 186 5783
60 189 9885
61 62 4537
61 63 3348
61 64 2437
61 66 4950
61 68 7709
61 72 1629
61 73 1524
61 75 9242
61 78 5752
61 80 4416
61 81 5172
61 83 7551
61 84 2552
61 85 7852
61 89 7581
61 90 9599
61 91 553
61 92 8382
61 94 1196
61 98 4917
61 100 488
61 102 6313
61 103 4390
61 105 9156
61 107 8566
61 109 7866
61 110 1193
61 111 4918
61 114 6641
61 117 8397
61 121 176
61 122 8676
61 124 76
61 125 7989
61 126 2807
61 127 8582
61 128 2215
61 130 2341
61 131 9327
61 132 93
61 133 6193
61 135 7334
61 136 3973
61 140 6273
61 141 1961
61 145 9076
61 148 6842
61 150 7402
61 151 600
61 155 4312
61 157 4425
61 158 1910
61 159 1307
61 161 690
61 163 6841
61 166 4798
61 167 3512
61 168 9793
61 170 9506
61 172 106
61 174 4032
61 178 4366
61 179 1876
61 180 510
61 181 8475
61 183 2599
61 184 3905
61 187 3568
61 188 6805
62 67 5766
62 68 7126
62 69 5105
62 71 561
62 73 7453
62 75 308
62 76 1483
62 77 6260
62 78 58
62 80 9460
62 81 2147
62 82 339
62 84 2245
62 85 5528
62 86 8012
62 87 7520
62 90 1480
62 91 1451
62 92 1599
62 93 9931
62 94 5549
62 96 1135
62 97 6035
62 98 6518
62 107 4444
62 110 2523
62 111 8990
62 113 6933
62 114 4133
62 119 2399
62 122 6646
62 123 434
62 125 4487
62 127 2847
62 132 3773
62 134 6379
62 135 2862
62 137 4398
62 141 1183
62 143 2439
62 151 5913
62 154 4629
62 155 8284
62 156 795
62 160 89
62 162 1094
62 164 8385
62 167 7397
62 172 3984
62 176 4776
62 177 1272
62 178 900
62 179 55
62 180 245
62 182 8626
62 183 6297
62 184 4435
62 185 5597
62 187 4787
63 64 9010
63 65 2453
63 66 1667
63 72 8749
63 75 2728
63 78 774
63 80 7662
63 81 6674
63 82 4089
63 83 8464
63 84 974
63 85 9596
63 87 3686
63 88 968
63 91 3506
63 92 1490
63 93 8014
63 94 1235
63 95 7404
63 96 10
63 102 4698
63 103 9906
63 104 9452
63 108 3595
63 110 1778
63 115 83
63 116 5097
63 117 6383
63 121 2256
63 123 4176
63 124 7857
63 130 7741
63 131 6046
63 135 692
63 138 5675
63 140 9262
63 141 493
63 142 5987
63 143 9440
63 144 6109
63 145 5135
63 148 6709
63 149 2889
63 150 6681
63 151 2375
63 154 8956
63 155 7716
63 157 2326
63 160 4924
63 162 3330
63 163 9473
63 164 3268
63 165 7937
63 170 3027
63 171 1282
63 172 9117
63 176 1571
63 178 6864
63 180 8558
63 182 6437
63 183 536
63 184 7774
63 187 143
63 189 4451
64 65 8535
64 66 5502
64 67 8749
64 68 1582
64 69 8115
64 70 3932
64 72 601
64 73 4687
64 74 299
64 77 1496
64 80 2072
64 83 2338
64 84 766
64 86 5740
64 90 4030
64 92 4168
64 94 3457
64 96 1515
64 98 4480
64 99 8637
64 102 3489
64 104 9500
64 105 4906
64 106 200
64 108 4642
64 110 4118
64 111 654
64 113 8540
64 114 7068
64 115 7402
64 120 9539
64 124 1255
64 126 110
64 127 5818
64 129 1223
64 131 8576
64 133 610
64 135 1687
64 136 8939
64 137 276
64 138 8701
64 140 3905
64 141 9781
64 142 8552
64 146 675
64 151 1978
64 152 2436
64 153 6808
64 155 7690
64 157 4535
64 158 3568
64 161 2591
64 162 637
64 166 4932
64 167 3805
64 168 8439
64 169 8912
64 171 7949
64 175 2681
64 176 2649
64 177 9327
64 178 1408
64 183 9637
64 185 2368
64 186 2303
64 187 2195
64 189 2424
65 70 9546
65 72 7856
65 73 356
65 78 7966
65 79 3556
65 82 2988
65 84 2068
65 85 6320
65 86 7355
65 88 2884
65 89 1957
65 90 6309
65 94 8271
65 95 6767
65 96 2625
65 97 366
65 98 5128
65 99 6733
65 100 6114
65 102 7453
65 103 5894
65 104 6011
65 108 647
65 110 2377
65 111 5270
65 113 4613
65 116 3612
65 122 2475
65 127 1052
65 128 5217
65 129 2496
65 131 7050
65 135 9680
65 136 7977
65 137 6097
65 138 2315
65 142 1964
65 147 351
65 148 52
65 150 5529
65 153 8290
65 155 4467
65 156 4385
65 157 351
65 160 8854
65 161 1794
65 162 5647
65 163 20
65 165 5245
65 168 8150
65 170 4002
65 171 8978
65 172 7109
65 173 5843
65 175 6499
65 178 9876
65 179 841
65 183 164
65 184 3828
65 186 1038
65 189 4623
66 68 1884
66 69 6938
66 71 5962
66 73 4835
66 74 3337
66 76 6827
66 80 8506
66 87 3035
66 92 2261
66 93 8602
66 94 2664
66 96 5572
66 97 1320
66 98 9802
66 101 7713
66 102 1912
66 106 6281
66 109 3178
66 111 2166
66 112 8703
66 113 7707
66 116 5411
66 119 6081
66 121 9258
66 122 1899
66 124 2288
66 125 5989
66 128 241
66 130 8528
66 131 3305
66 134 8718
66 136 4261
66 137 3435
66 139 7961
66 140 639
66 143 8885
66 147 9055
66 148 6710
66 150 3341
66 151 7264
66 152 5775
66 153 4397
66 155 4369
66 156 436
66 160 3243
66 162 3937
66 163 1426
66 164 9692
66 166 5574
66 170 2784
66 171 3007
66 172 9665
66 173 8791
66 174 1144
66 175 4639
66 176 2406
66 178 1840
66 180 768
66 181 5226
66 182 5873
66 183 6197
66 184 9771
66 186 6515
66 187 2518
67 69 1403
67 70 5041
67 71 9583
67 72 2074
67 73 10000
67 75 5990
67 77 615
67 81 9764
67 82 1063
67 84 7832
67 85 1265
67 86 7266
67 87 596
67 88 1746
67 89 3731
67 92 3375
67 94 1748
67 96 8194
67 99 4399
67 100 199
67 101 4157
67 104 4874
67 110 4738
67 112 8309
67 115 9048
67 117 6559
67 120 4452
67 122 4446
67 124 4845
67 126 9569
67 128 5742
67 130 284
67 131 3560
67 134 8153
67 135 3863
67 137 7650
67 139 1399
67 140 3536
67 143 4289
67 144 9746
67 145 1815
67 149 8480
67 151 2460
67 152 6387
67 154 4049
67 156 4512
67 157 9966
67 158 4296
67 159 7865
67 161 987
67 163 1010
67 164 1266
67 168 4717
67 171 180
67 172 2255
67 175 64
67 177 1539
67 185 5479
67 186 2889
67 187 989
67 188 3842
67 189 2405
68 69 4159
68 70 9409
68 71 1506
68 72 7196
68 76 776
68 82 2085
68 83 7449
68 86 4413
68 87 4409
68 88 7105
68 90 5215
68 92 5381
68 93 2167
68 94 4163
68 95 180
68 96 922
68 104 3441
68 106 130
68 107 2320
68 108 9189
68 109 1042
68 110 3273
68 112 9297
68 114 5576
68 115 7989
68 116 7771
68 119 8417
68 120 4405
68 122 1698
68 125 1573
68 126 8827
68 128 1865
68 129 5256
68 135 9311
68 136 740
68 137 6870
68 139 3424
68 140 2328
68 141 5424
68 143 6648
68 145 4033
68 147 6040
68 148 8121
68 150 5894
68 152 8996
68 153 69
68 154 7092
68 155 4912
68 156 1468
68 157 2066
68 158 672
68 159 4314
68 160 6912
68 161 9837
68 162 7255
68 163 3929
68 165 3280
68 167 5754
68 174 8289
68 175 4414
68 176 3792
68 177 7753
68 180 5454
68 183 6567
68 184 379
68 185 4551
68 187 971
68 188 5721
68 189 8035
69 70 4207
69 74 3797
69 75 9636
69 76 710
69 78 9051
69 80 52
69 81 6269
69 82 7563
69 84 4430
69 85 1802
69 86 9653
69 89 1023
69 90 1799
69 91 7329
69 93 8225
69 94 3704
69 96 9556
69 97 769
69 99 4774
69 100 2009
69 102 5386
69 103 4723
69 104 795
69 106 8494
69 107 3374
69 109 8458
69 110 3830
69 111 1357
69 113 6282
69 115 3765
69 117 9830
69 118 3112
69 119 1049
69 120 1666
69 122 1322
69 124 5052
69 129 5256
69 130 3120
69 132 8684
69 133 5134
69 134 6983
69 136 6097
69 139 5354
69 140 8742
69 141 7760
69 142 8980
69 145 104
69 147 408
69 151 7583
69 155 6532
69 156 884
69 158 8036
69 159 4019
69 160 4493
69 161 7760
69 162 7651
69 164 2734
69 166 1728
69 167 9981
69 171 9046
69 172 3913
69 173 9140
69 177 838
69 178 938
69 180 700
69 181 9742
69 182 8728
69 184 480
69 185 7499
69 186 8870
69 187 5245
70 75 8382
70 80 3911
70 81 137
70 82 5470
70 83 8074
70 84 1131
70 85 6365
70 86 59
70 88 383
70 90 6782
70 92 2381
70 93 8668
70 94 5061
70 97 7235
70 105 7956
70 107 8845
70 108 4744
70 109 5308
70 110 8092
70 111 8666
70 112 3220
70 114 5304
70 116 2644
70 120 3002
70 121 2870
70 123 4319
70 124 8829
70 126 8960
70 130 1001
70 133 3908
70 134 4052
70 138 8647
70 140 4083
70 145 800
70 147 3338
70 148 3202
70 151 419
70 153 1368
70 154 1062
70 155 2262
70 158 2365
70 159 8491
70 160 7813
70 163 3786
70 164 1664
70 165 4550
70 167 2388
70 168 40
70 169 3115
70 171 9148
70 174 2073
70 176 8324
70 180 6542
70 182 3695
70 184 3585
70 186 8743
70 187 6481
70 189 1270
71 72 296
71 75 9055
71 82 5722
71 84 7169
71 85 7836
71 88 6980
71 89 192
71 95 6645
71 97 4923
71 100 48
71 101 3563
71 104 415
71 105 9960
71 107 7912
71 115 76
71 119 5040
71 121 9110
71 124 6347
71 125 1154
71 126 8655
71 127 2973
71 128 4845
71 129 1472
71 133 8828
71 136 7501
71 137 6322
71 138 6283
71 139 9410
71 140 9368
71 141 586
71 144 6070
71 145 6416
71 147 9585
71 150 7772
71 151 6132
71 152 8294
71 155 4591
71 159 2155
71 160 6771
71 161 7928
71 162 3523
71 163 5517
71 165 4674
71 166 7400
71 168 8885
71 169 5353
71 170 3901
71 171 9889
71 172 1146
71 173 4677
71 178 5607
71 179 9020
71 181 4421
71 182 8641
71 184 8714
71 185 990
71 188 924
71 189 7929
72 77 2071
72 79 5858
72 81 8678
72 83 1691
72 84 8278
72 85 4196
72 86 8721
72 88 9935
72 94 6683
72 95 9499
72 98 4610
72 100 6038
72 102 3772
72 104 4551
72 107 5850
72 108 6961
72 109 7774
72 112 2681
72 113 7351
72 114 1813
72 116 367
72 120 4257
72 121 3318
72 126 425
72 127 569
72 128 642
72 129 892
72 130 3347
72 131 2933
72 135 3434
72 138 5608
72 140 460
72 142 4593
72 143 6977
72 144 9609
72 147 4692
72 150 8246
72 155 7908
72 159 7992
72 163 1228
72 164 6689
72 166 5282
72 168 7133
72 174 1650
72 176 8479
72 177 5962
72 178 1591
72 179 4721
72 186 3804
72 188 2526
72 189 9825
73 74 5441
73 75 9898
73 76 4316
73 77 6084
73 79 279
73 81 1680
73 82 4226
73 83 4169
73 84 9152
73 86 4645
73 88 3464
73 90 5615
73 92 8978
73 94 8790
73 95 3195
73 98 1248
73 99 6582
73 100 9038
73 101 5515
73 103 7252
73 104 3748
73 105 4353
73 108 6799
73 109 3556
73 110 665
73 111 4307
73 112 1462
73 116 2923
73 118 3357
73 121 7302
73 122 6262
73 123 2691
73 125 9118
73 127 5545
73 129 1614
73 130 3301
73 133 5794
73 134 5212
73 135 3797
73 136 8682
73 137 6907
73 138 4192
73 141 6931
73 143 1347
73 146 8480
73 149 5099
73 151 6292
73 152 7183
73 157 8861
73 158 2911
73 159 3401
73 160 8711
73 163 6386
73 164 6129
73 165 2050
73 167 6700
73 168 569
73 169 5560
73 171 9419
73 172 5003
73 174 630
73 175 101
73 182 1164
73 184 144
73 187 5039
73 189 3769
74 75 5447
74 76 8958
74 77 1018
74 78 2770
74 79 9932
74 80 5318
74 85 1452
74 86 270
74 87 8072
74 88 2990
74 90 8090
74 92 9253
74 93 1747
74 94 7446
74 95 4743
74 101 3251
74 102 8614
74 103 3311
74 108 6075
74 110 5512
74 113 1111
74 114 3416
74 116 7992
74 117 3989
74 118 6898
74 120 6386
74 125 5093
74 126 5104
74 127 3239
74 128 3983
74 129 4021
74 130 284
74 131 7505
74 132 1002
74 134 7445
74 135 4936
74 136 6441
74 137 1847
74 138 625
74 139 629
74 144 6379
74 146 750
74 147 7855
74 152 3252
74 157 6996
74 158 9242
74 159 1507
74 160 3896
74 161 6027
74 162 7855
74 164 5808
74 166 8786
74 171 965
74 172 492
74 174 7951
74 176 9007
74 177 369
74 180 4776
74 184 6175
74 187 2319
74 188 4514
74 189 5061
75 78 2096
75 80 6016
75 84 6879
75 90 7167
75 93 7946
75 94 3735
75 96 992
75 100 5759
75 101 1264
75 102 563
75 103 1675
75 105 7263
75 107 500
75 110 2529
75 111 8783
75 112 4676
75 113 5644
75 115 6146
75 120 3800
75 123 3871
75 125 7460
75 128 8701
75 131 5111
75 133 5786
75 135 2177
75 136 1479
75 137 3441
75 138 2099
75 139 8610
75 141 1050
75 142 9260
75 143 4994
75 146 5617
75 150 184
75 151 7011
75 152 4337
75 153 7981
75 154 936
75 155 2119
75 158 1740
75 159 9986
75 160 7753
75 163 633
75 166 6595
75 167 5346
75 168 7152
75 169 6816
75 170 3572
75 173 3909
75 175 4652
75 178 3112
75 180 5766
75 182 9286
75 183 2616
75 186 2965
75 187 4360
75 188 5163
75 189 8661
76 77 5532
76 78 7483
76 80 174
76 81 5627
76 82 2745
76 83 3803
76 84 5103
76 87 4428
76 90 637
76 93 2799
76 94 9839
76 97 4164
76 100 2670
76 104 1478
76 105 887
76 108 3794
76 112 6764
76 114 2829
76 119 4237
76 120 9708
76 122 7205
76 125 7870
76 126 6890
76 127 8199
76 128 8130
76 129 1705
76 130 6865
76 131 8037
76 134 2894
76 135 2594
76 137 8858
76 138 1318
76 139 4827
76 140 7542
76 145 5496
76 146 5725
76 154 4120
76 155 6465
76 156 2322
76 157 6368
76 159 544
76 160 7535
76 161 1518
76 162 9667
76 166 6165
76 168 9162
76 169 8633
76 173 3746
76 174 2197
76 175 2510
76 179 9752
76 182 6230
76 184 9554
76 185 7027
76 186 7827
76 189 4258
77 78 8149
77 80 6038
77 83 9715
77 84 2576
77 86 880
77 88 1171
77 89 3694
77 91 201
77 92 7850
77 94 5149
77 96 9018
77 97 1776
77 99 5982
77 100 7958
77 101 4805
77 102 1447
77 103 4917
77 104 5666
77 105 8670
77 106 2748
77 109 8877
77 110 1824
77 113 5950
77 114 709
77 116 46
77 122 3195
77 123 272
77 126 2796
77 129 2145
77 130 6
77 131 4214
77 133 4547
77 135 6404
77 138 7678
77 141 1123
77 144 2413
77 145 9681
77 146 6510
77 147 9674
77 148 9364
77 149 8665
77 150 336
77 151 6006
77 152 5762
77 153 8308
77 154 3224
77 155 3425
77 157 8232
77 158 1608
77 159 6921
77 160 5891
77 161 8800
77 163 6218
77 164 8586
77 165 2095
77 166 3499
77 167 3456
77 169 584
77 170 9087
77 172 3415
77 173 6643
77 175 1070
77 176 3439
77 177 6289
77 180 8419
77 181 130
77 186 9276
77 188 4734
78 80 8149
78 81 3247
78 82 6365
78 83 1616
78 84 405
78 86 2386
78 88 9490
78 89 3574
78 90 1856
78 91 7440
78 93 7466
78 94 5375
78 96 476
78 98 1309
78 100 7653
78 102 1540
78 103 3174
78 104 3257
78 106 8815
78 107 9108
78 109 6410
78 110 7221
78 114 7921
78 119 7860
78 120 555
78 121 4063
78 123 7442
78 125 3154
78 127 2318
78 133 4473
78 134 7203
78 136 9549
78 137 5744
78 140 8817
78 142 7975
78 143 7624
78 146 5195
78 147 8685
78 150 9629
78 151 6513
78 152 9796
78 155 7577
78 159 2398
78 161 8256
78 163 3074
78 164 2464
78 166 2684
78 168 8392
78 169 2115
78 170 1574
78 172 8791
78 177 1995
78 179 9972
78 180 883
78 182 3956
78 185 953
78 186 7480
78 188 3213
79 81 3544
79 82 9629
79 85 1591
79 86 6475
79 90 7200
79 91 2145
79 93 30
79 96 1285
79 105 8081
79 110 3755
79 111 4811
79 113 1274
79 114 3480
79 117 8175
79 118 5969
79 122 1622
79 124 2608
79 126 4845
79 129 3313
79 132 9107
79 133 7119
79 134 3573
79 135 8517
79 138 1178
79 141 4584
79 146 7943
79 148 7180
79 149 6373
79 152 7779
79 153 3892
79 156 4455
79 158 393
79 161 5917
79 165 9543
79 166 8259
79 167 4775
79 168 9505
79 169 728
79 170 497
79 171 493
79 175 7229
79 178 7862
79 181 609
79 184 9172
79 185 3094
79 186 4472
79 187 7612
79 188 5533
80 85 5865
80 87 9068
80 88 4878
80 90 2004
80 91 5017
80 92 2466
80 93 233
80 94 6899
80 95 8710
80 96 792
80 98 9018
80 99 7853
80 101 9366
80 102 1597
80 104 950
80 106 9708
80 107 4359
80 108 7329
80 112 9784
80 113 8610
80 114 2283
80 115 1468
80 119 2249
80 120 986
80 121 4291
80 122 3153
80 123 1558
80 124 1337
80 125 9351
80 128 8771
80 130 7427
80 131 2696
80 136 1237
80 138 4695
80 139 614
80 140 6587
80 148 6415
80 149 6649
80 150 4148
80 153 2567
80 156 1863
80 161 2642
80 162 6792
80 163 366
80 169 6050
80 171 231
80 172 7455
80 173 4640
80 174 8590
80 176 2177
80 180 9073
80 181 9160
80 182 6617
80 185 8197
80 186 7877
80 188 1216
80 189 6793
81 83 5935
81 84 5227
81 85 1400
81 86 3963
81 87 731
81 88 6083
81 89 3194
81 90 1447
81 92 1466
81 93 4879
81 97 3308
81 99 6888
81 101 2575
81 109 6755
81 111 1324
81 113 8236
81 115 7641
81 116 9967
81 120 7375
81 121 5138
81 124 3782
81 126 4134
81 127 2815
81 128 329
81 129 3312
81 131 9838
81 133 9968
81 138 117
81 140 7992
81 142 4844
81 147 8928
81 149 3177
81 150 7582
81 152 77
81 155 9586
81 156 5945
81 157 7376
81 158 9775
81 160 4077
81 162 9463
